target_id,symbol,ensembl_id
17852,CSF2RA,ENSG00000198223
17873,AMPD3,ENSG00000133805
17886,ROR1,ENSG00000185483
17897,DLL3,ENSG00000090932
17900,TNFRSF17,ENSG00000048462
17950,PRDM15,ENSG00000141956
17970,HTR4,ENSG00000164270
17983,CTNNA1,ENSG00000044115
18003,SLAMF7,ENSG00000026751
18042,COG8,ENSG00000213380
18069,HOXA3,ENSG00000105997
18121,FRGCA,ENSG00000236663
18153,ITGB6,ENSG00000115221
18221,GBP1,ENSG00000117228
18463,PSMD1,ENSG00000173692
18470,BTLA,ENSG00000186265
18554,ARSF,ENSG00000062096
18572,MS4A2,ENSG00000149534
18670,PLK3,ENSG00000173846
18737,PORCN,ENSG00000102312
18772,DPYSL3,ENSG00000113657
18778,POLA1,ENSG00000101868
18805,FCGRT,ENSG00000104870
18812,GART,ENSG00000159131
18936,GABBR1,ENSG00000204681
19044,EHHADH,ENSG00000113790
19102,ALDH1B1,ENSG00000137124
19108,COL16A1,ENSG00000084636
19219,XPO1,ENSG00000082898
19310,DKC1,ENSG00000130826
19354,DCK,ENSG00000156136
19453,IL11RA,ENSG00000137070
19457,EPHB3,ENSG00000182580
19548,INHA,ENSG00000123999
19572,DNAH9,ENSG00000007174
19683,HNRNPAB,ENSG00000197451
19740,MRPL36,ENSG00000171421
19782,GCGR,ENSG00000215644
19790,POLE3,ENSG00000148229
19824,FXYD2,ENSG00000137731
19833,PARP3,ENSG00000041880
19881,PPP3CA,ENSG00000138814
19897,FANCG,ENSG00000221829
19915,PISD,ENSG00000241878
19932,IFNLR1,ENSG00000185436
19999,CD79B,ENSG00000007312
20124,SV2B,ENSG00000185518
20154,NCBP1,ENSG00000136937
20157,GABBR2,ENSG00000136928
20252,KCNT1,ENSG00000107147
20396,BCL7A,ENSG00000110987
20563,HRH4,ENSG00000134489
20843,GPR119,ENSG00000147262
20878,AMHR2,ENSG00000135409
20944,MSLN,ENSG00000102854
20968,FNTA,ENSG00000168522
21013,MLST8,ENSG00000167965
21040,SLC6A5,ENSG00000165970
21082,SLC17A9,ENSG00000101194
21094,PRKD3,ENSG00000115825
21108,PIK3R5,ENSG00000141506
21165,EIF4EBP2,ENSG00000148730
21224,GRIK3,ENSG00000163873
21336,SLC10A1,ENSG00000100652
21358,PIGW,ENSG00000277161
21395,AMY1C,ENSG00000187733
21398,AMY1B,ENSG00000174876
21474,CASP10,ENSG00000003400
21656,COX6A1,ENSG00000111775
21932,BCKDHA,ENSG00000248098
22009,ATP6V1B1,ENSG00000116039
22136,FUT6,ENSG00000156413
22186,SC5D,ENSG00000109929
22203,HLCS,ENSG00000159267
22281,OVCH1,ENSG00000187950
22324,CALCB,ENSG00000175868
22353,AADAC,ENSG00000114771
22378,CDK7,ENSG00000134058
22460,ALDH1A3,ENSG00000184254
22579,SRD5A2,ENSG00000277893
22620,NUDT2,ENSG00000164978
22640,SRD5A1,ENSG00000145545
22654,AVPR1B,ENSG00000198049
22720,HTR6,ENSG00000158748
22789,RNASEH1,ENSG00000171865
22883,CYP51A1,ENSG00000001630
22949,NANOG,ENSG00000111704
23032,TRDMT1,ENSG00000107614
23097,BBS1,ENSG00000174483
23098,GAS1,ENSG00000180447
23163,BUB1,ENSG00000169679
23257,DPP6,ENSG00000130226
23282,PIK3R4,ENSG00000196455
23429,COL9A2,ENSG00000049089
23469,H1-2,ENSG00000187837
23470,ACRV1,ENSG00000134940
23507,NR2F6,ENSG00000160113
23511,PSENEN,ENSG00000205155
23516,DXO,ENSG00000204348
23775,MAGEA3,ENSG00000221867
23918,FPGS,ENSG00000136877
24200,GBX2,ENSG00000168505
24216,CRYBB3,ENSG00000100053
24537,H2BC5,ENSG00000158373
24557,EEF1G,ENSG00000254772
24628,EEF1D,ENSG00000104529
25126,POLR3D,ENSG00000168495
25178,TARBP1,ENSG00000059588
25285,PSMB11,ENSG00000222028
25389,GPM6B,ENSG00000046653
25544,FTH1P3,ENSG00000213453
25708,LILRA4,ENSG00000239961
25845,GMPR,ENSG00000137198
26065,APBB1,ENSG00000166313
26145,HTR3E,ENSG00000186038
26208,DRG2,ENSG00000108591
26293,ARL1,ENSG00000120805
26719,ACTBP2,ENSG00000213763
26794,CTNNA1P1,ENSG00000249026
27280,KCNA10,ENSG00000143105
27315,GUCY1B2,ENSG00000123201
27678,STK10,ENSG00000072786
27748,PNLIPRP3,ENSG00000203837
27757,ANKRD10-IT1,ENSG00000229152
27814,CD300LD,ENSG00000204345
27842,TTYH2,ENSG00000141540
27865,ZNF829,ENSG00000185869
27872,CD8B2,ENSG00000254126
27882,ALG1L2,ENSG00000251287
27912,TPD52L3,ENSG00000170777
27913,OR5M8,ENSG00000181371
27922,REEP4,ENSG00000168476
27923,TPRKB,ENSG00000144034
27925,METTL25B,ENSG00000143303
27926,SNX21,ENSG00000124104
27927,MGARP,ENSG00000137463
27930,SCDP1,ENSG00000226549
27940,B3GNT8,ENSG00000177191
27948,ROGDI,ENSG00000067836
27951,MIR452,ENSG00000283751
27969,LINC02023,ENSG00000239205
27991,TEN1,ENSG00000257949
27993,TRGV4,ENSG00000211698
28035,CSTP1,ENSG00000228476
28078,RPL28,ENSG00000108107
30194,GPR20,ENSG00000204882
31427,GSTP1P1,ENSG00000257569
31588,NBEAP1,ENSG00000258590
31658,NATP,ENSG00000253937
32260,AMD1P2,ENSG00000237801
36737,MIR155HG,
72346,gyrA,
72353,cyp51,
72463,HDAC1,
72579,pol,
72583,gag,
72603,reverse,
72630,S,
72637,NS5B,
72639,NS3,
72643,NS5A,
72648,F,
72674,pbp2,
72676,mecA,
81228,A2MP1,ENSG00000291190
82276,NDUFA4L2,
