symbol,n_phenotypes,release,release_date
IRF6,2,14.0,2021-05-10
ITGA2,4,14.0,2021-05-10
JAK3,8,14.0,2021-05-10
KBTBD13,0,14.0,2021-05-10
KCNA10,8,14.0,2021-05-10
KCNJ8,0,14.0,2021-05-10
KCNMA1,5,14.0,2021-05-10
KCNT1,7,14.0,2021-05-10
KDM1A,9,14.0,2021-05-10
KIF26B,3,14.0,2021-05-10
KLKB1,7,14.0,2021-05-10
LDHA,2,14.0,2021-05-10
LEPR,42,14.0,2021-05-10
LGALS3,0,14.0,2021-05-10
LHCGR,10,14.0,2021-05-10
LIPT1,2,14.0,2021-05-10
LPAR1,1,14.0,2021-05-10
LPP,6,14.0,2021-05-10
LRRK2,0,14.0,2021-05-10
MAOB,0,14.0,2021-05-10
MAP2K2,1,14.0,2021-05-10
MAPK1,1,14.0,2021-05-10
MAPK11,0,14.0,2021-05-10
MAPKAPK2,9,14.0,2021-05-10
MAPT,9,14.0,2021-05-10
MARCKS,0,14.0,2021-05-10
MC1R,4,14.0,2021-05-10
MGLL,2,14.0,2021-05-10
MME,0,14.0,2021-05-10
MMP9,2,14.0,2021-05-10
MOGAT2,7,14.0,2021-05-10
MPDZ,10,14.0,2021-05-10
MPO,0,14.0,2021-05-10
MTNR1B,2,14.0,2021-05-10
MTOR,1,14.0,2021-05-10
MYO18B,5,14.0,2021-05-10
NBEAL1,1,14.0,2021-05-10
NCBP1,4,14.0,2021-05-10
NDRG3,7,14.0,2021-05-10
NDUFB8,1,14.0,2021-05-10
NFAT5,3,14.0,2021-05-10
NFKB1,0,14.0,2021-05-10
NGRN,1,14.0,2021-05-10
NIPSNAP2,0,14.0,2021-05-10
NOS3,13,14.0,2021-05-10
NOTCH1,2,14.0,2021-05-10
NPFF,1,14.0,2021-05-10
NR2F6,2,14.0,2021-05-10
NRP1,2,14.0,2021-05-10
NTRK1,1,14.0,2021-05-10
NUPR1,0,14.0,2021-05-10
OAZ2,1,14.0,2021-05-10
OPRL1,7,14.0,2021-05-10
OSM,12,14.0,2021-05-10
OTULIN,4,14.0,2021-05-10
OXTR,0,14.0,2021-05-10
P2RX7,1,14.0,2021-05-10
P4HB,3,14.0,2021-05-10
PAH,7,14.0,2021-05-10
PARD3,5,14.0,2021-05-10
PARP1,10,14.0,2021-05-10
PARP12,6,14.0,2021-05-10
PCSK6,0,14.0,2021-05-10
PCSK9,4,14.0,2021-05-10
PDE3B,1,14.0,2021-05-10
PDE4C,2,14.0,2021-05-10
PDE5A,5,14.0,2021-05-10
PDGFRB,5,14.0,2021-05-10
PIGF,4,14.0,2021-05-10
PIK3CG,0,14.0,2021-05-10
PLA2G10,6,14.0,2021-05-10
PLEC,0,14.0,2021-05-10
PLEKHA3,3,14.0,2021-05-10
PLOD3,8,14.0,2021-05-10
POLE3,1,14.0,2021-05-10
POLR3D,5,14.0,2021-05-10
PPARA,3,14.0,2021-05-10
PPARG,3,14.0,2021-05-10
PPP3CA,0,14.0,2021-05-10
PRDM15,0,14.0,2021-05-10
PRKAA2,3,14.0,2021-05-10
PRKD3,2,14.0,2021-05-10
PTGER2,2,14.0,2021-05-10
PTGS1,2,14.0,2021-05-10
PTH1R,4,14.0,2021-05-10
PVR,1,14.0,2021-05-10
RAF1,3,14.0,2021-05-10
RPS6KA1,1,14.0,2021-05-10
RPTOR,2,14.0,2021-05-10
RRM1,0,14.0,2021-05-10
RXFP2,11,14.0,2021-05-10
S100B,0,14.0,2021-05-10
SARDH,0,14.0,2021-05-10
SCN11A,0,14.0,2021-05-10
SCN4A,3,14.0,2021-05-10
SELL,1,14.0,2021-05-10
SEMA3D,1,14.0,2021-05-10
SEMA4D,6,14.0,2021-05-10
SERPING1,4,14.0,2021-05-10
SIGMAR1,0,14.0,2021-05-10
SIK2,1,14.0,2021-05-10
SIRT2,0,14.0,2021-05-10
SLC10A1,8,14.0,2021-05-10
SLC10A2,1,14.0,2021-05-10
SLC17A9,2,14.0,2021-05-10
SLC22A4,1,14.0,2021-05-10
SLC29A1,14,14.0,2021-05-10
SLC5A2,3,14.0,2021-05-10
SLC5A5,6,14.0,2021-05-10
SLC6A2,4,14.0,2021-05-10
SLC6A3,8,14.0,2021-05-10
SLC6A5,2,14.0,2021-05-10
SLC9A3,4,14.0,2021-05-10
SMO,9,14.0,2021-05-10
SNCA,5,14.0,2021-05-10
SNX21,0,14.0,2021-05-10
SORT1,1,14.0,2021-05-10
SQLE,1,14.0,2021-05-10
SRD5A2,6,14.0,2021-05-10
SSTR2,11,14.0,2021-05-10
STBD1,2,14.0,2021-05-10
STING1,2,14.0,2021-05-10
SYK,4,14.0,2021-05-10
TACR3,1,14.0,2021-05-10
TADA1,3,14.0,2021-05-10
TAF8,5,14.0,2021-05-10
TARBP1,1,14.0,2021-05-10
TDRKH,0,14.0,2021-05-10
TFRC,10,14.0,2021-05-10
THRA,21,14.0,2021-05-10
TIGIT,2,14.0,2021-05-10
TLR4,5,14.0,2021-05-10
TMEM97,1,14.0,2021-05-10
TNFRSF17,6,14.0,2021-05-10
TNKS2,1,14.0,2021-05-10
TOMM20,3,14.0,2021-05-10
TOP2A,11,14.0,2021-05-10
TRDMT1,4,14.0,2021-05-10
TRIM55,6,14.0,2021-05-10
TRPA1,2,14.0,2021-05-10
TRPC5,1,14.0,2021-05-10
TRPC6,0,14.0,2021-05-10
TSLP,0,14.0,2021-05-10
TTC39A,3,14.0,2021-05-10
TUBB4A,1,14.0,2021-05-10
TYK2,1,14.0,2021-05-10
TYMS,0,14.0,2021-05-10
UBE3A,9,14.0,2021-05-10
VKORC1,0,14.0,2021-05-10
XK,4,14.0,2021-05-10
XPO1,2,14.0,2021-05-10
