ensembl_id,ot_overall_max,ot_genetic_max,ot_animal_model_max,release,release_date,era
ENSG00000000971,0.8853263083545571,0.9706111102819287,0.6880349722856646,21.06,2021-06-01,B1
ENSG00000001626,0.9097356240299981,0.981489678972604,0.769702611454249,21.06,2021-06-01,B1
ENSG00000001630,0.3890938016358524,0.607930797611621,0.5358389894999427,21.06,2021-06-01,B1
ENSG00000002330,0.29954431934037823,0.3884761641759312,0.8261641537806408,21.06,2021-06-01,B1
ENSG00000002726,0.41540428786855116,0.667021031321694,0.5481007874377973,21.06,2021-06-01,B1
ENSG00000003400,0.7799247473784089,0.8297111089655339,,21.06,2021-06-01,B1
ENSG00000003436,0.4171943230738112,0.4787735638897628,0.3496024260431829,21.06,2021-06-01,B1
ENSG00000004468,0.6290066798944112,0.6201660608363064,0.7889977150539664,21.06,2021-06-01,B1
ENSG00000004487,0.4314182888500757,0.607930797611621,0.8120804896489249,21.06,2021-06-01,B1
ENSG00000004948,0.7228899110884925,0.837071205392959,0.8240842243258295,21.06,2021-06-01,B1
ENSG00000005249,0.4205464059573423,0.6917669044067907,0.5949379655093326,21.06,2021-06-01,B1
ENSG00000005381,0.7576488262500927,0.8459699530323246,0.6881152848379642,21.06,2021-06-01,B1
ENSG00000006071,0.9128026290594893,0.9799165878576718,0.8248680565886635,21.06,2021-06-01,B1
ENSG00000006377,0.47627643838890543,0.7750795275353287,0.6160162975594711,21.06,2021-06-01,B1
ENSG00000006606,0.07357766066137149,0.09442716681516465,,21.06,2021-06-01,B1
ENSG00000007174,0.7717375241694235,0.8669151217892518,,21.06,2021-06-01,B1
ENSG00000007312,0.820464038635979,0.8052172257074302,0.7750275825075019,21.06,2021-06-01,B1
ENSG00000007314,0.9137061312835609,0.9758620904501778,0.7586557823448998,21.06,2021-06-01,B1
ENSG00000008853,0.7553689516446734,0.88853561750085,,21.06,2021-06-01,B1
ENSG00000009724,0.6583605762584519,0.736593350196136,,21.06,2021-06-01,B1
ENSG00000010278,0.5469552971394623,0.7246117130475465,0.8431786629911968,21.06,2021-06-01,B1
ENSG00000010610,0.7505977611363066,0.5785474757270594,0.9041722874993826,21.06,2021-06-01,B1
ENSG00000010671,0.9088789567261403,0.9566655446976456,0.7837535439736386,21.06,2021-06-01,B1
ENSG00000012504,0.8004708314843003,0.8524114085462315,0.7262895707108705,21.06,2021-06-01,B1
ENSG00000014216,0.7898907506015602,0.884720999056141,0.7426353547006465,21.06,2021-06-01,B1
ENSG00000014257,0.5563693086093232,0.6336803611173479,0.4170215293241467,21.06,2021-06-01,B1
ENSG00000015520,0.6691517950314053,0.7484485640383207,0.6561669175287761,21.06,2021-06-01,B1
ENSG00000019991,0.536430486934509,0.8405306669208708,0.7680868145339012,21.06,2021-06-01,B1
ENSG00000022355,0.8883394379762203,0.8908941810194392,0.9740427156367296,21.06,2021-06-01,B1
ENSG00000023330,0.5139926837658547,0.22599359849457945,,21.06,2021-06-01,B1
ENSG00000026025,0.7379192506071665,0.8225071232305601,0.5171098927542246,21.06,2021-06-01,B1
ENSG00000026508,0.6464287497868862,0.8351022724396441,0.8772789681165928,21.06,2021-06-01,B1
ENSG00000026751,0.5937549500036668,0.6599615272436535,0.2510754194135995,21.06,2021-06-01,B1
ENSG00000029534,0.7835400909539999,0.8553884226895221,0.8547250909855936,21.06,2021-06-01,B1
ENSG00000033627,0.3018967810884977,0.36261663502218355,0.4483943469252317,21.06,2021-06-01,B1
ENSG00000039123,0.18277008692942925,0.299123087705273,,21.06,2021-06-01,B1
ENSG00000041880,0.6121160929124323,0.06866098772205931,,21.06,2021-06-01,B1
ENSG00000043591,0.7288426723582572,0.7854884769428451,,21.06,2021-06-01,B1
ENSG00000044115,0.7223228141034185,0.8224815297122549,0.822601979930671,21.06,2021-06-01,B1
ENSG00000046653,0.32021225464164843,0.5230772593901262,,21.06,2021-06-01,B1
ENSG00000047457,0.814961696780841,0.9421515329208274,0.8421938202579554,21.06,2021-06-01,B1
ENSG00000047597,0.6852671602752374,0.7660253936096306,0.8159868849245461,21.06,2021-06-01,B1
ENSG00000047936,0.794786982686818,0.7119006714710349,0.9094661936486753,21.06,2021-06-01,B1
ENSG00000048052,0.6862361303038302,0.8496017013061539,0.5723345087792564,21.06,2021-06-01,B1
ENSG00000048462,0.7208721075438249,0.3404152494843319,0.5599631401950802,21.06,2021-06-01,B1
ENSG00000049089,0.7222047103683535,0.7938552689143089,0.5939044266575909,21.06,2021-06-01,B1
ENSG00000057252,0.4598009713964349,0.6586550451600045,0.9273141902528302,21.06,2021-06-01,B1
ENSG00000057593,0.8485524811012481,0.9395138458408403,0.6755836384613344,21.06,2021-06-01,B1
ENSG00000059378,0.4683000872182959,0.7703180839959209,0.4571391363076685,21.06,2021-06-01,B1
ENSG00000059588,0.2934787392506189,0.48275024131629685,0.8447254497698943,21.06,2021-06-01,B1
ENSG00000060140,0.12189312522900529,0.09493762401139776,,21.06,2021-06-01,B1
ENSG00000060971,0.17095370308716043,0.28120586053344654,0.5965061957820946,21.06,2021-06-01,B1
ENSG00000061918,0.730579710761252,0.7885455133377931,0.4827695308711669,21.06,2021-06-01,B1
ENSG00000062096,0.08677404482684876,,,21.06,2021-06-01,B1
ENSG00000062282,0.4638434154817678,0.7604794828580926,,21.06,2021-06-01,B1
ENSG00000063176,0.24153135270752912,0.394600931193876,0.6177789655145217,21.06,2021-06-01,B1
ENSG00000064989,0.7558003708867383,0.7872691875531621,0.43605350676398713,21.06,2021-06-01,B1
ENSG00000065325,0.6301684425338575,0.5179281388334737,,21.06,2021-06-01,B1
ENSG00000065361,0.8891777593809563,0.6954728324676945,0.49586295104266864,21.06,2021-06-01,B1
ENSG00000065534,0.7910970705555288,0.8588968337626168,0.5637535187105933,21.06,2021-06-01,B1
ENSG00000066230,0.7574933793940251,0.8285235342819649,0.5057732916886909,21.06,2021-06-01,B1
ENSG00000066468,0.9255057204696012,0.9834238230767636,0.6904701659950151,21.06,2021-06-01,B1
ENSG00000067836,0.6916260628686786,0.8348576824578829,,21.06,2021-06-01,B1
ENSG00000068024,0.7528230200479225,0.7529230874101492,0.7222255818497042,21.06,2021-06-01,B1
ENSG00000068078,0.9294419335873011,0.9767185612498795,0.7806973521260833,21.06,2021-06-01,B1
ENSG00000068903,0.13409063857997455,,0.5942008494172286,21.06,2021-06-01,B1
ENSG00000069535,0.6576617974957548,,0.4865202625419402,21.06,2021-06-01,B1
ENSG00000069696,0.6502183666169368,0.13556160529714636,0.40956297835094907,21.06,2021-06-01,B1
ENSG00000069764,0.3083976548514811,0.08355679482628314,0.7931654135460919,21.06,2021-06-01,B1
ENSG00000070614,0.7040558875757441,0.8074997228395177,0.6411271055529375,21.06,2021-06-01,B1
ENSG00000070915,0.887662402334365,0.9472644269282015,0.6153174300604176,21.06,2021-06-01,B1
ENSG00000070961,0.4445573345702739,0.6817996193656629,0.5938641370337993,21.06,2021-06-01,B1
ENSG00000072274,0.6077036674623059,0.7893899028595183,0.8509878619820147,21.06,2021-06-01,B1
ENSG00000072315,0.3085916827235019,0.24317231904464845,0.804365800975496,21.06,2021-06-01,B1
ENSG00000072694,0.6084041297985064,0.6851164251061045,0.7475307358005487,21.06,2021-06-01,B1
ENSG00000072778,0.8531921424658437,0.9269429499815814,0.5259426036259127,21.06,2021-06-01,B1
ENSG00000072786,0.4931741273744269,0.649428551723376,0.3073698112724356,21.06,2021-06-01,B1
ENSG00000073008,0.3379740069023694,0.5524459758534732,0.8832492681852058,21.06,2021-06-01,B1
ENSG00000073754,0.3160861270483169,0.5038591101293859,0.7214369949928322,21.06,2021-06-01,B1
ENSG00000073756,0.6881816283029255,0.4095220597594818,0.7179671895631854,21.06,2021-06-01,B1
ENSG00000074416,0.29936591543868946,0.28736322835156775,0.4794431846777495,21.06,2021-06-01,B1
ENSG00000075043,0.8942605239418104,0.9497472694305472,0.9052264945808008,21.06,2021-06-01,B1
ENSG00000075239,0.8206469957835212,0.9193975466135552,,21.06,2021-06-01,B1
ENSG00000076555,0.3425470260713251,0.547137717850459,0.5540694119778931,21.06,2021-06-01,B1
ENSG00000077238,0.7457575207584556,0.8383584967411036,0.8015568176943565,21.06,2021-06-01,B1
ENSG00000077782,0.9211349186180753,0.9685643559658511,0.7649514364156687,21.06,2021-06-01,B1
ENSG00000079277,0.3188591831832631,0.060669839204698095,,21.06,2021-06-01,B1
ENSG00000079999,0.7699912300493047,0.607930797611621,0.44345069179696406,21.06,2021-06-01,B1
ENSG00000080166,0.4016705099184109,0.6559654138025788,0.8672077409190183,21.06,2021-06-01,B1
ENSG00000080824,0.761072586084415,0.3264725402459849,0.921982207990033,21.06,2021-06-01,B1
ENSG00000082175,0.6824084453226229,0.6434906804592965,0.7940477639316725,21.06,2021-06-01,B1
ENSG00000082556,0.6890917622951548,0.28909565590563896,0.7671447156433503,21.06,2021-06-01,B1
ENSG00000082701,0.6966186188476261,0.4559096592867275,0.7280783951768786,21.06,2021-06-01,B1
ENSG00000082898,0.8191126731814578,0.7929684751768766,,21.06,2021-06-01,B1
ENSG00000084636,0.5002378045450897,0.7696327091464382,0.5811205408269956,21.06,2021-06-01,B1
ENSG00000084674,0.8663208049327774,0.9217531745863368,0.8491088321869509,21.06,2021-06-01,B1
ENSG00000084734,0.4131616726025658,0.6428919886752574,0.8176459352629916,21.06,2021-06-01,B1
ENSG00000085831,0.36936680414528417,0.5891461580004198,0.6081809225381314,21.06,2021-06-01,B1
ENSG00000086205,0.4429222962373085,0.7250815734581338,0.7585247643667933,21.06,2021-06-01,B1
ENSG00000086548,0.2741295840078463,0.11599538615641194,0.728707749076261,21.06,2021-06-01,B1
ENSG00000087085,0.6438716191750089,0.4326704454963677,0.734631393722529,21.06,2021-06-01,B1
ENSG00000087586,0.41871176514690434,0.6563750401066336,0.7070987819798104,21.06,2021-06-01,B1
ENSG00000088766,0.3190929415670326,0.4445003618759268,,21.06,2021-06-01,B1
ENSG00000088926,0.8641872274692716,0.930467797882279,0.6507592517449412,21.06,2021-06-01,B1
ENSG00000089041,0.3116920758941135,0.45274568570099294,0.9851804058347093,21.06,2021-06-01,B1
ENSG00000089692,0.2921347641369796,0.4729635889154894,0.464084119075025,21.06,2021-06-01,B1
ENSG00000090339,0.3518796580605033,0.5553652081376634,0.6811062419960212,21.06,2021-06-01,B1
ENSG00000090932,0.7475395117390514,0.8374120451561192,0.565534063511756,21.06,2021-06-01,B1
ENSG00000091106,0.8017579675898024,0.8817616987346373,0.7714220861178529,21.06,2021-06-01,B1
ENSG00000091138,0.8270344563432038,0.9105587824022484,0.5278698850552406,21.06,2021-06-01,B1
ENSG00000091140,0.8688101853652991,0.941080462230778,,21.06,2021-06-01,B1
ENSG00000091181,0.6733782298561217,0.8634530145095988,0.7667128241352619,21.06,2021-06-01,B1
ENSG00000091513,0.7542379031199203,0.8314404804285837,0.8433186450477886,21.06,2021-06-01,B1
ENSG00000091831,0.8877412986539267,0.8145611709141717,0.8065115024156558,21.06,2021-06-01,B1
ENSG00000092054,0.8995648242875308,0.9824162098091315,0.5076847635120001,21.06,2021-06-01,B1
ENSG00000092445,0.3211071766820111,0.5248617470744223,0.8758907272611668,21.06,2021-06-01,B1
ENSG00000092758,0.7542855193024337,0.8202294223776191,,21.06,2021-06-01,B1
ENSG00000094755,0.6164668638116303,0.09425713155551069,,21.06,2021-06-01,B1
ENSG00000095303,0.7033249416157714,0.5437601270469236,0.7147623855790289,21.06,2021-06-01,B1
ENSG00000095970,0.7833524834339349,0.8752876752492288,0.5760457579358925,21.06,2021-06-01,B1
ENSG00000096968,0.8882798288483373,0.8143056965635869,0.9096863436167345,21.06,2021-06-01,B1
ENSG00000097007,0.8863161061916826,0.8791502939445294,0.6225211356545761,21.06,2021-06-01,B1
ENSG00000097046,0.32490924085618655,0.5281652786991737,0.5066691989829991,21.06,2021-06-01,B1
ENSG00000099250,0.5333742576314525,0.8417981715539453,0.759098685005703,21.06,2021-06-01,B1
ENSG00000099866,0.42376500716215015,,0.6887440874537126,21.06,2021-06-01,B1
ENSG00000099985,0.31039992065217875,0.4998738122898339,0.5212021574229051,21.06,2021-06-01,B1
ENSG00000099998,0.4699699054331478,0.7730648081648759,,21.06,2021-06-01,B1
ENSG00000100030,0.8396258294972969,0.8785951421178173,0.7689068030602276,21.06,2021-06-01,B1
ENSG00000100053,0.7784487630304054,0.8713521931763375,0.4349592874211746,21.06,2021-06-01,B1
ENSG00000100311,0.7670227603823364,0.7893932033182012,0.4563402568436339,21.06,2021-06-01,B1
ENSG00000100342,0.7441604107531082,0.8218408242472098,,21.06,2021-06-01,B1
ENSG00000100344,0.680650237991728,0.8252645269863053,0.5215807216232295,21.06,2021-06-01,B1
ENSG00000100346,0.7366672357508014,0.7813739298834095,0.282019097012031,21.06,2021-06-01,B1
ENSG00000100368,0.6148923366140174,0.7599134970145264,0.6961046649993116,21.06,2021-06-01,B1
ENSG00000100385,0.7737622220556469,0.7123449576872397,0.7281667771696031,21.06,2021-06-01,B1
ENSG00000100453,0.4343430502515495,0.6026758620997619,,21.06,2021-06-01,B1
ENSG00000100652,0.4649100939776176,0.2390959574373977,0.42757063160273573,21.06,2021-06-01,B1
ENSG00000100739,0.31662892716125407,0.06998476141257647,0.7238948570034247,21.06,2021-06-01,B1
ENSG00000100823,0.2388994857707349,0.08127826771654573,0.39667678744274176,21.06,2021-06-01,B1
ENSG00000100985,0.6040498752043044,0.6798552842331422,0.7881793355022668,21.06,2021-06-01,B1
ENSG00000101079,0.22814715645619424,0.3658618210862125,0.7199883412839393,21.06,2021-06-01,B1
ENSG00000101194,0.6262236131817037,0.7184852372943589,0.7291254454106084,21.06,2021-06-01,B1
ENSG00000101323,0.6104523689665184,0.7983027728734917,,21.06,2021-06-01,B1
ENSG00000101425,0.48024100697959127,0.7899599902921765,0.5785238339738189,21.06,2021-06-01,B1
ENSG00000101470,0.3837371560419917,0.07749834243708602,,21.06,2021-06-01,B1
ENSG00000101665,0.6825077069770507,0.8903306406787679,0.5664976712950592,21.06,2021-06-01,B1
ENSG00000101868,0.8640415318117527,0.8495741741498054,,21.06,2021-06-01,B1
ENSG00000101958,0.2613998398192049,,0.8286812699015231,21.06,2021-06-01,B1
ENSG00000101966,0.7258325410813564,0.8643338222792323,0.7271353576008754,21.06,2021-06-01,B1
ENSG00000101972,0.7890685248929971,0.8897742701710087,,21.06,2021-06-01,B1
ENSG00000101981,0.8893015831195868,0.942156784467815,0.7837768625690514,21.06,2021-06-01,B1
ENSG00000101986,0.8957694342643603,0.9655852292482994,0.9818378663433609,21.06,2021-06-01,B1
ENSG00000102312,0.8198930342643063,0.8899335155685554,0.6933081569759684,21.06,2021-06-01,B1
ENSG00000102468,0.6907390147504193,0.5841479528183927,0.7941006041846114,21.06,2021-06-01,B1
ENSG00000102524,0.6297209118112419,0.8865159062508485,0.8102028260845454,21.06,2021-06-01,B1
