ensembl_id,ot_overall_max,ot_genetic_max,ot_animal_model_max,release,release_date,era
ENSG00000121879,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000157764,1.0,1.0,0.24783572416249333,18.06,2018-06-01,A
ENSG00000169032,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000113721,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000171862,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000157404,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000165731,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000133703,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000146648,1.0,1.0,0.31724289104679154,18.06,2018-06-01,A
ENSG00000105976,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000126934,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000141510,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000132155,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000068078,1.0,1.0,0.28611980510493,18.06,2018-06-01,A
ENSG00000169083,1.0,1.0,0.30874093044103085,18.06,2018-06-01,A
ENSG00000066468,1.0,1.0,0.28165579994550954,18.06,2018-06-01,A
ENSG00000096968,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000183765,1.0,1.0,0.19491253808212966,18.06,2018-06-01,A
ENSG00000077782,1.0,1.0,0.2984097527392022,18.06,2018-06-01,A
ENSG00000171298,1.0,1.0,0.2744289642463374,18.06,2018-06-01,A
ENSG00000171759,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000001626,1.0,1.0,0.3077789850992169,18.06,2018-06-01,A
ENSG00000135446,1.0,1.0,0.25098017719032695,18.06,2018-06-01,A
ENSG00000142192,1.0,1.0,0.2725063598359059,18.06,2018-06-01,A
ENSG00000165029,1.0,1.0,0.2985832964550485,18.06,2018-06-01,A
ENSG00000204264,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000168036,1.0,1.0,0.27193917388301464,18.06,2018-06-01,A
ENSG00000133895,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000108821,1.0,1.0,0.29561096474954535,18.06,2018-06-01,A
ENSG00000134853,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000101986,1.0,1.0,0.32556361294382186,18.06,2018-06-01,A
ENSG00000105639,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000006071,1.0,1.0,0.27792376281508985,18.06,2018-06-01,A
ENSG00000143387,1.0,1.0,0.2743504345984002,18.06,2018-06-01,A
ENSG00000138039,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000117400,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000022355,1.0,1.0,0.31892667171728795,18.06,2018-06-01,A
ENSG00000160882,1.0,1.0,0.25705213281414546,18.06,2018-06-01,A
ENSG00000105641,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000160801,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000140443,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000132170,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000118972,1.0,1.0,0.2608474897724665,18.06,2018-06-01,A
ENSG00000137745,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000141736,1.0,1.0,0.28601590618616984,18.06,2018-06-01,A
ENSG00000091831,1.0,0.9930061770525985,0.29679028927639384,18.06,2018-06-01,A
ENSG00000273079,1.0,1.0,0.273719029001918,18.06,2018-06-01,A
ENSG00000118271,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000166206,1.0,1.0,0.26561833319021255,18.06,2018-06-01,A
ENSG00000151224,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000007314,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000134460,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000113448,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000183072,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000188906,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000183873,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000145888,1.0,1.0,0.3219634408660163,18.06,2018-06-01,A
ENSG00000148400,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000177628,1.0,1.0,0.2875372720495114,18.06,2018-06-01,A
ENSG00000162733,1.0,1.0,0.26360230415199204,18.06,2018-06-01,A
ENSG00000171105,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000169836,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000228716,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000113580,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000182578,1.0,1.0,0.2619817948193304,18.06,2018-06-01,A
ENSG00000148795,1.0,1.0,0.2573185304580728,18.06,2018-06-01,A
ENSG00000126895,1.0,1.0,0.2935502682648368,18.06,2018-06-01,A
ENSG00000171094,1.0,1.0,0.2601593534041558,18.06,2018-06-01,A
ENSG00000109163,1.0,1.0,0.2798464409745466,18.06,2018-06-01,A
ENSG00000122971,1.0,1.0,0.3065606974988055,18.06,2018-06-01,A
ENSG00000162551,1.0,1.0,0.29565184119012244,18.06,2018-06-01,A
ENSG00000101981,1.0,1.0,0.31802961951355274,18.06,2018-06-01,A
ENSG00000106633,1.0,1.0,0.2865278484255452,18.06,2018-06-01,A
ENSG00000116745,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000174483,1.0,1.0,0.2490882249702955,18.06,2018-06-01,A
ENSG00000114480,1.0,1.0,0.2629712979547949,18.06,2018-06-01,A
ENSG00000197594,1.0,1.0,0.26014925686596546,18.06,2018-06-01,A
ENSG00000180210,1.0,1.0,0.2947899147185178,18.06,2018-06-01,A
ENSG00000105664,1.0,1.0,0.2778431568720416,18.06,2018-06-01,A
ENSG00000075043,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000072778,1.0,1.0,0.2481384372088574,18.06,2018-06-01,A
ENSG00000277893,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000168685,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000010671,1.0,1.0,0.2960389020055053,18.06,2018-06-01,A
ENSG00000111424,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000171766,1.0,1.0,0.25358718196814606,18.06,2018-06-01,A
ENSG00000107796,1.0,1.0,0.19933111111111113,18.06,2018-06-01,A
ENSG00000198400,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000169174,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000070915,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000259207,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000147168,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000117595,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000091140,1.0,1.0,0.11897500000000003,18.06,2018-06-01,A
ENSG00000160255,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000169432,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000110799,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000126218,1.0,1.0,0.2826110029931678,18.06,2018-06-01,A
ENSG00000198734,1.0,1.0,0.3129268713082182,18.06,2018-06-01,A
ENSG00000151090,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000114062,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000106799,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000136531,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000122194,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000248098,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000117601,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000165970,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000172269,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000159267,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000075239,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000151067,1.0,1.0,0.31055064502955343,18.06,2018-06-01,A
ENSG00000164120,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000184009,1.0,1.0,0.2807682979497354,18.06,2018-06-01,A
ENSG00000196743,1.0,1.0,0.17390000000000003,18.06,2018-06-01,A
ENSG00000168610,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000126351,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000109320,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000186868,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000125124,1.0,1.0,0.21952252486126955,18.06,2018-06-01,A
ENSG00000138413,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000092054,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000178209,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000142319,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000109738,1.0,1.0,0.30428759888626616,18.06,2018-06-01,A
ENSG00000102967,1.0,1.0,0.20671603898102323,18.06,2018-06-01,A
ENSG00000100053,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000186716,1.0,1.0,0.22307169360746704,18.06,2018-06-01,A
ENSG00000145335,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000175054,1.0,1.0,0.270129963304252,18.06,2018-06-01,A
ENSG00000107147,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000258947,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000178568,1.0,1.0,0.2411740055555556,18.06,2018-06-01,A
ENSG00000109929,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000148672,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000151623,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000168356,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000147955,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000221829,1.0,1.0,0.2485596450168174,18.06,2018-06-01,A
ENSG00000176884,1.0,1.0,0.3144627030144794,18.06,2018-06-01,A
ENSG00000167941,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000084674,1.0,1.0,0.3184266508739409,18.06,2018-06-01,A
ENSG00000102312,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000104044,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000166603,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000124155,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000198947,1.0,1.0,0.30395528191286253,18.06,2018-06-01,A
ENSG00000109861,1.0,1.0,0.24711456345989657,18.06,2018-06-01,A
ENSG00000147257,1.0,1.0,0.2749680059535173,18.06,2018-06-01,A
ENSG00000088926,1.0,1.0,0.2927930901108538,18.06,2018-06-01,A
ENSG00000000971,1.0,1.0,0.31387803808936293,18.06,2018-06-01,A
ENSG00000105379,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000185010,1.0,1.0,0.3188266998839758,18.06,2018-06-01,A
ENSG00000049089,1.0,1.0,0.26555109688693157,18.06,2018-06-01,A
ENSG00000179348,1.0,1.0,0.30224786029780437,18.06,2018-06-01,A
ENSG00000102575,1.0,1.0,0.2853434789517124,18.06,2018-06-01,A
ENSG00000159640,1.0,1.0,0.30713680630078033,18.06,2018-06-01,A
ENSG00000107485,1.0,1.0,0.3205864013660704,18.06,2018-06-01,A
ENSG00000120725,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000157184,1.0,1.0,0.23424746767009255,18.06,2018-06-01,A
ENSG00000170275,1.0,1.0,0.25680455415634473,18.06,2018-06-01,A
ENSG00000057593,1.0,1.0,0.27603626958699173,18.06,2018-06-01,A
ENSG00000162434,1.0,0.9492421692433648,0.0,18.06,2018-06-01,A
ENSG00000165060,1.0,1.0,0.20787918954711512,18.06,2018-06-01,A
ENSG00000142168,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000152592,1.0,1.0,0.2869962256173911,18.06,2018-06-01,A
ENSG00000198223,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000166311,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000106462,1.0,1.0,0.2484193211357209,18.06,2018-06-01,A
ENSG00000145623,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000110195,1.0,1.0,0.2819788075429203,18.06,2018-06-01,A
ENSG00000179142,1.0,1.0,0.246995495850805,18.06,2018-06-01,A
ENSG00000171791,1.0,1.0,0.2896241910298877,18.06,2018-06-01,A
ENSG00000205403,1.0,1.0,0.3140768353449855,18.06,2018-06-01,A
ENSG00000188641,1.0,1.0,0.20685625000000002,18.06,2018-06-01,A
ENSG00000149131,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000162711,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000164116,1.0,1.0,0.28075562754120104,18.06,2018-06-01,A
ENSG00000135766,1.0,1.0,0.2784074787411929,18.06,2018-06-01,A
ENSG00000012504,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000114956,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000163914,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000116039,1.0,1.0,0.2907451408533129,18.06,2018-06-01,A
ENSG00000167286,1.0,1.0,0.22211458333333337,18.06,2018-06-01,A
ENSG00000131187,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000105397,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000185624,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000111799,1.0,1.0,0.2382963840295887,18.06,2018-06-01,A
ENSG00000130826,1.0,1.0,0.26656343895856066,18.06,2018-06-01,A
ENSG00000067836,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000198851,1.0,1.0,0.26769046999490376,18.06,2018-06-01,A
ENSG00000115718,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000184254,1.0,1.0,0.23859217556728443,18.06,2018-06-01,A
ENSG00000160654,1.0,1.0,0.2511468680763294,18.06,2018-06-01,A
ENSG00000169313,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000029534,1.0,1.0,0.31276941630993715,18.06,2018-06-01,A
ENSG00000172572,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000128052,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000137672,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000100368,1.0,1.0,0.2543588774377302,18.06,2018-06-01,A
ENSG00000105329,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000152822,1.0,1.0,0.2812968172184725,18.06,2018-06-01,A
ENSG00000065361,1.0,1.0,0.2792122579435498,18.06,2018-06-01,A
ENSG00000105697,1.0,1.0,0.30057581406855727,18.06,2018-06-01,A
ENSG00000090932,1.0,1.0,0.28225131438737405,18.06,2018-06-01,A
ENSG00000198793,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000113302,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000104164,1.0,1.0,0.28181030669134727,18.06,2018-06-01,A
ENSG00000110324,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000163599,1.0,1.0,0.2666723929831762,18.06,2018-06-01,A
ENSG00000091138,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000144182,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000115221,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000198001,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000205571,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000125656,1.0,1.0,0.24263407962429373,18.06,2018-06-01,A
ENSG00000121966,1.0,1.0,0.2772916815414468,18.06,2018-06-01,A
ENSG00000026025,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000114200,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000185313,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000164344,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000082701,1.0,0.43844219943333335,0.25908809546421707,18.06,2018-06-01,A
ENSG00000125730,1.0,1.0,0.29558925788050766,18.06,2018-06-01,A
ENSG00000144891,1.0,1.0,0.2863435645724429,18.06,2018-06-01,A
ENSG00000092758,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000110911,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000091513,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000100311,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000122025,1.0,1.0,0.28929322854312717,18.06,2018-06-01,A
ENSG00000156113,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000166828,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000104833,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000120659,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000178538,1.0,1.0,0.25057175028154655,18.06,2018-06-01,A
ENSG00000080824,1.0,0.33299791950347224,0.0,18.06,2018-06-01,A
ENSG00000143839,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000165995,1.0,1.0,0.16668000000000002,18.06,2018-06-01,A
ENSG00000097007,1.0,0.270418914525,0.28591540550140887,18.06,2018-06-01,A
ENSG00000234438,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000047457,1.0,1.0,0.2952731517834514,18.06,2018-06-01,A
ENSG00000068024,1.0,1.0,0.2736508224141393,18.06,2018-06-01,A
ENSG00000174437,1.0,1.0,0.24336582521699068,18.06,2018-06-01,A
ENSG00000132855,1.0,1.0,0.29812602847606806,18.06,2018-06-01,A
ENSG00000198561,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000101966,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000177455,1.0,1.0,0.295881680954259,18.06,2018-06-01,A
ENSG00000182326,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000133937,1.0,1.0,0.24231850051389583,18.06,2018-06-01,A
ENSG00000197249,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000160791,1.0,1.0,0.26619501868296624,18.06,2018-06-01,A
ENSG00000121594,1.0,0.8043283573638889,0.2677399401613039,18.06,2018-06-01,A
ENSG00000197891,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000151617,1.0,1.0,0.26012515850651885,18.06,2018-06-01,A
ENSG00000003400,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000100344,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000134259,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000005381,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000007312,1.0,1.0,0.29812177985119714,18.06,2018-06-01,A
ENSG00000065534,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000095970,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000157103,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000130816,1.0,1.0,0.29155617081196217,18.06,2018-06-01,A
ENSG00000167397,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000119715,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000164458,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000197467,1.0,1.0,0.26646777949542244,18.06,2018-06-01,A
ENSG00000130226,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000128602,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000107186,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000135454,1.0,1.0,0.2665193055555556,18.06,2018-06-01,A
ENSG00000181072,1.0,1.0,0.21766025158730162,18.06,2018-06-01,A
ENSG00000137070,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000171608,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000019991,1.0,1.0,0.2163438888888889,18.06,2018-06-01,A
ENSG00000143473,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000145362,1.0,1.0,0.2597115121456417,18.06,2018-06-01,A
ENSG00000066230,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000101665,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000161798,1.0,1.0,0.23579077205355545,18.06,2018-06-01,A
ENSG00000116133,1.0,1.0,0.28482447462053423,18.06,2018-06-01,A
ENSG00000112715,1.0,1.0,0.0,18.06,2018-06-01,A
ENSG00000134538,1.0,1.0,0.0,18.06,2018-06-01,A
