symbol,n_phenotypes,release,release_date
PLA2G10,9,20.0,2023-11-21
PLEC,2,20.0,2023-11-21
PLEKHA3,3,20.0,2023-11-21
PLOD3,7,20.0,2023-11-21
POLE3,2,20.0,2023-11-21
POLR3D,7,20.0,2023-11-21
PPARA,3,20.0,2023-11-21
PPARG,6,20.0,2023-11-21
PPIA,22,20.0,2023-11-21
PPP3CA,0,20.0,2023-11-21
PRDM15,3,20.0,2023-11-21
PRKAA2,9,20.0,2023-11-21
PRKD3,4,20.0,2023-11-21
PSMB11,22,20.0,2023-11-21
PTGER2,2,20.0,2023-11-21
PTGS1,3,20.0,2023-11-21
PTH1R,5,20.0,2023-11-21
PVR,2,20.0,2023-11-21
RAF1,3,20.0,2023-11-21
ROR1,9,20.0,2023-11-21
RPS6KA1,1,20.0,2023-11-21
RPTOR,3,20.0,2023-11-21
RRM1,2,20.0,2023-11-21
RXFP2,17,20.0,2023-11-21
S100B,0,20.0,2023-11-21
SARDH,0,20.0,2023-11-21
SCN11A,1,20.0,2023-11-21
SCN4A,4,20.0,2023-11-21
SELL,1,20.0,2023-11-21
SEMA3D,1,20.0,2023-11-21
SEMA4D,6,20.0,2023-11-21
SERPING1,7,20.0,2023-11-21
SIGMAR1,1,20.0,2023-11-21
SIK2,1,20.0,2023-11-21
SIRT2,0,20.0,2023-11-21
SLC10A1,11,20.0,2023-11-21
SLC10A2,1,20.0,2023-11-21
SLC17A9,2,20.0,2023-11-21
SLC22A4,1,20.0,2023-11-21
SLC29A1,17,20.0,2023-11-21
SLC5A2,3,20.0,2023-11-21
SLC5A5,14,20.0,2023-11-21
SLC6A2,5,20.0,2023-11-21
SLC6A3,5,20.0,2023-11-21
SLC6A5,4,20.0,2023-11-21
SLC9A3,1,20.0,2023-11-21
SMO,9,20.0,2023-11-21
SNCA,8,20.0,2023-11-21
SNX21,0,20.0,2023-11-21
SORT1,1,20.0,2023-11-21
SQLE,1,20.0,2023-11-21
SRD5A2,4,20.0,2023-11-21
SSTR2,10,20.0,2023-11-21
STBD1,1,20.0,2023-11-21
STING1,3,20.0,2023-11-21
SYK,5,20.0,2023-11-21
TACR3,6,20.0,2023-11-21
TADA1,2,20.0,2023-11-21
TAF8,5,20.0,2023-11-21
TARBP1,2,20.0,2023-11-21
TDRKH,2,20.0,2023-11-21
TEN1,0,20.0,2023-11-21
TFRC,11,20.0,2023-11-21
THRA,23,20.0,2023-11-21
TIGIT,2,20.0,2023-11-21
TLR4,4,20.0,2023-11-21
TMEM97,6,20.0,2023-11-21
TMSB4X,8,20.0,2023-11-21
TNFRSF17,2,20.0,2023-11-21
TNKS2,2,20.0,2023-11-21
TOMM20,4,20.0,2023-11-21
TOP2A,18,20.0,2023-11-21
TPRKB,1,20.0,2023-11-21
TRDMT1,5,20.0,2023-11-21
TRIM55,3,20.0,2023-11-21
TRPA1,2,20.0,2023-11-21
TRPC5,0,20.0,2023-11-21
TRPC6,0,20.0,2023-11-21
TSLP,0,20.0,2023-11-21
TTC39A,4,20.0,2023-11-21
TTR,1,20.0,2023-11-21
TTYH2,2,20.0,2023-11-21
TUBB4A,1,20.0,2023-11-21
TYK2,8,20.0,2023-11-21
TYMS,0,20.0,2023-11-21
TYRO3,16,20.0,2023-11-21
UBE3A,9,20.0,2023-11-21
UOX,4,20.0,2023-11-21
VKORC1,1,20.0,2023-11-21
XK,5,20.0,2023-11-21
XPO1,12,20.0,2023-11-21
