symbol,n_phenotypes,release,release_date
CACNA1B,9,21.0,2024-05-07
CACNA1C,12,21.0,2024-05-07
CACNA1I,7,21.0,2024-05-07
CACNA2D1,14,21.0,2024-05-07
CACNB2,6,21.0,2024-05-07
CALCB,7,21.0,2024-05-07
CALCR,2,21.0,2024-05-07
CASP2,14,21.0,2024-05-07
CAV2,3,21.0,2024-05-07
CCL17,1,21.0,2024-05-07
CCL26,4,21.0,2024-05-07
CCR3,8,21.0,2024-05-07
CD19,2,21.0,2024-05-07
CD300LD,1,21.0,2024-05-07
CD38,14,21.0,2024-05-07
CD5L,4,21.0,2024-05-07
CD68,2,21.0,2024-05-07
CDC7,6,21.0,2024-05-07
CDK4,13,21.0,2024-05-07
CDK9,8,21.0,2024-05-07
CEACAM5,3,21.0,2024-05-07
CFAP97D1,1,21.0,2024-05-07
CFD,7,21.0,2024-05-07
CFH,1,21.0,2024-05-07
CFI,3,21.0,2024-05-07
CHEK2,1,21.0,2024-05-07
CHRNA7,3,21.0,2024-05-07
CLPP,39,21.0,2024-05-07
CNR1,7,21.0,2024-05-07
COG8,3,21.0,2024-05-07
COL13A1,0,21.0,2024-05-07
COL16A1,4,21.0,2024-05-07
COL9A2,15,21.0,2024-05-07
COL9A3,11,21.0,2024-05-07
COX6A1,0,21.0,2024-05-07
CP,7,21.0,2024-05-07
CPB1,2,21.0,2024-05-07
CPD,7,21.0,2024-05-07
CPT2,3,21.0,2024-05-07
CRLS1,1,21.0,2024-05-07
CRYBB3,2,21.0,2024-05-07
CRYL1,0,21.0,2024-05-07
CSF1R,1,21.0,2024-05-07
CSF2RB,6,21.0,2024-05-07
CTSK,9,21.0,2024-05-07
CUL4A,10,21.0,2024-05-07
CX3CR1,4,21.0,2024-05-07
CXCR2,37,21.0,2024-05-07
CXCR4,23,21.0,2024-05-07
CYP17A1,20,21.0,2024-05-07
CYSLTR1,2,21.0,2024-05-07
DAPK3,5,21.0,2024-05-07
DCP1B,0,21.0,2024-05-07
DCT,4,21.0,2024-05-07
DGUOK,9,21.0,2024-05-07
DHCR24,0,21.0,2024-05-07
DHFR,5,21.0,2024-05-07
DHODH,2,21.0,2024-05-07
DLX4,0,21.0,2024-05-07
DMD,14,21.0,2024-05-07
DMP1,19,21.0,2024-05-07
DNAH9,0,21.0,2024-05-07
DNTT,4,21.0,2024-05-07
DPP4,3,21.0,2024-05-07
DPYD,4,21.0,2024-05-07
DRD3,3,21.0,2024-05-07
DUSP26,0,21.0,2024-05-07
EDNRA,4,21.0,2024-05-07
EEF1D,17,21.0,2024-05-07
EFNA4,5,21.0,2024-05-07
EGFR,0,21.0,2024-05-07
EHHADH,2,21.0,2024-05-07
EIF4G2,12,21.0,2024-05-07
ENPP1,33,21.0,2024-05-07
EPHB1,9,21.0,2024-05-07
EPHB2,2,21.0,2024-05-07
ERBB2,1,21.0,2024-05-07
ESR2,8,21.0,2024-05-07
ESRRA,7,21.0,2024-05-07
ETFB,7,21.0,2024-05-07
EZH2,0,21.0,2024-05-07
F10,4,21.0,2024-05-07
F2,9,21.0,2024-05-07
F7,5,21.0,2024-05-07
FDX1,4,21.0,2024-05-07
FGFR1,5,21.0,2024-05-07
FLT3,13,21.0,2024-05-07
FMO5,9,21.0,2024-05-07
FNTA,4,21.0,2024-05-07
FOLH1,0,21.0,2024-05-07
FOLR1,10,21.0,2024-05-07
FXN,2,21.0,2024-05-07
GABRA2,15,21.0,2024-05-07
GABRA5,8,21.0,2024-05-07
GABRP,0,21.0,2024-05-07
GART,3,21.0,2024-05-07
GATA2,10,21.0,2024-05-07
GATM,25,21.0,2024-05-07
GBA1,3,21.0,2024-05-07
GBE1,1,21.0,2024-05-07
GCGR,18,21.0,2024-05-07
GCK,6,21.0,2024-05-07
GCKR,3,21.0,2024-05-07
GDF15,0,21.0,2024-05-07
GHSR,0,21.0,2024-05-07
GLP1R,2,21.0,2024-05-07
GLRA2,7,21.0,2024-05-07
GLRB,9,21.0,2024-05-07
GM2A,2,21.0,2024-05-07
GMPR,1,21.0,2024-05-07
GMPS,11,21.0,2024-05-07
GNB3,0,21.0,2024-05-07
GP1BB,7,21.0,2024-05-07
GPR119,0,21.0,2024-05-07
GPR20,0,21.0,2024-05-07
GPR22,12,21.0,2024-05-07
GPR39,5,21.0,2024-05-07
GPRC5D,0,21.0,2024-05-07
GPX3,3,21.0,2024-05-07
GRAMD1C,9,21.0,2024-05-07
GRIA2,4,21.0,2024-05-07
GRIK3,13,21.0,2024-05-07
GRIN1,0,21.0,2024-05-07
GRIN2B,5,21.0,2024-05-07
GRIN3A,1,21.0,2024-05-07
GRM1,0,21.0,2024-05-07
GRM7,6,21.0,2024-05-07
GSR,5,21.0,2024-05-07
GYPC,1,21.0,2024-05-07
HAS3,0,21.0,2024-05-07
HAVCR2,4,21.0,2024-05-07
HCAR2,1,21.0,2024-05-07
HDAC1,5,21.0,2024-05-07
HDAC11,2,21.0,2024-05-07
HDAC3,1,21.0,2024-05-07
HDAC4,3,21.0,2024-05-07
HLCS,5,21.0,2024-05-07
HNRNPAB,3,21.0,2024-05-07
HPGD,1,21.0,2024-05-07
HRH1,1,21.0,2024-05-07
HRH4,3,21.0,2024-05-07
HSF1,5,21.0,2024-05-07
HSP90AA1,6,21.0,2024-05-07
HTR1A,0,21.0,2024-05-07
HTR1B,6,21.0,2024-05-07
HTR3A,0,21.0,2024-05-07
HTR4,1,21.0,2024-05-07
HTRA3,0,21.0,2024-05-07
HTT,3,21.0,2024-05-07
ICAM2,0,21.0,2024-05-07
IDH1,2,21.0,2024-05-07
IDH2,3,21.0,2024-05-07
IFNAR1,8,21.0,2024-05-07
IFNG,6,21.0,2024-05-07
IFNLR1,1,21.0,2024-05-07
IL10RA,6,21.0,2024-05-07
IL12A,2,21.0,2024-05-07
IL12B,1,21.0,2024-05-07
IL13,2,21.0,2024-05-07
IL15,4,21.0,2024-05-07
IL17A,7,21.0,2024-05-07
IL18,0,21.0,2024-05-07
IL1A,7,21.0,2024-05-07
IL1R2,2,21.0,2024-05-07
IL1RL1,0,21.0,2024-05-07
IL21,1,21.0,2024-05-07
IL22RA1,0,21.0,2024-05-07
IL23R,1,21.0,2024-05-07
IL2RA,36,21.0,2024-05-07
IL2RB,6,21.0,2024-05-07
IL31RA,3,21.0,2024-05-07
IL33,3,21.0,2024-05-07
IL3RA,0,21.0,2024-05-07
IL6,2,21.0,2024-05-07
INO80,8,21.0,2024-05-07
IRAK1,1,21.0,2024-05-07
IRAK4,0,21.0,2024-05-07
IRF6,3,21.0,2024-05-07
ITGA2,1,21.0,2024-05-07
ITGB1,2,21.0,2024-05-07
ITGB2,0,21.0,2024-05-07
ITGB6,16,21.0,2024-05-07
JAK3,15,21.0,2024-05-07
KBTBD13,0,21.0,2024-05-07
KCNA10,6,21.0,2024-05-07
KCNJ8,0,21.0,2024-05-07
KCNMA1,6,21.0,2024-05-07
KCNQ5,0,21.0,2024-05-07
KCNT1,11,21.0,2024-05-07
KDM1A,11,21.0,2024-05-07
KIF26B,4,21.0,2024-05-07
KLKB1,2,21.0,2024-05-07
LANCL1,0,21.0,2024-05-07
LDHA,2,21.0,2024-05-07
LEPR,48,21.0,2024-05-07
LGALS3,0,21.0,2024-05-07
LGALS3BP,0,21.0,2024-05-07
LHCGR,11,21.0,2024-05-07
LIPT1,3,21.0,2024-05-07
LPAR1,4,21.0,2024-05-07
LPP,9,21.0,2024-05-07
LRRK2,0,21.0,2024-05-07
MAOB,1,21.0,2024-05-07
MAP2K1,1,21.0,2024-05-07
MAP2K2,1,21.0,2024-05-07
MAPK1,1,21.0,2024-05-07
MAPK11,1,21.0,2024-05-07
MAPKAPK2,8,21.0,2024-05-07
MAPT,8,21.0,2024-05-07
MARCKS,0,21.0,2024-05-07
MC1R,1,21.0,2024-05-07
MGLL,3,21.0,2024-05-07
MME,1,21.0,2024-05-07
MMP13,9,21.0,2024-05-07
MMP9,1,21.0,2024-05-07
MOGAT2,9,21.0,2024-05-07
MPDZ,9,21.0,2024-05-07
MPO,0,21.0,2024-05-07
MS4A2,0,21.0,2024-05-07
MTNR1B,3,21.0,2024-05-07
MTOR,1,21.0,2024-05-07
MYO18B,3,21.0,2024-05-07
NBEAL1,0,21.0,2024-05-07
NCBP1,2,21.0,2024-05-07
NDRG3,10,21.0,2024-05-07
NDUFB8,1,21.0,2024-05-07
NFAT5,6,21.0,2024-05-07
NFE2L2,19,21.0,2024-05-07
NFKB1,0,21.0,2024-05-07
NGRN,1,21.0,2024-05-07
NIPSNAP2,0,21.0,2024-05-07
NOS3,20,21.0,2024-05-07
NOTCH1,4,21.0,2024-05-07
NPFF,1,21.0,2024-05-07
NR2F6,2,21.0,2024-05-07
NRP1,3,21.0,2024-05-07
NTRK1,2,21.0,2024-05-07
NUPR1,0,21.0,2024-05-07
OAZ2,4,21.0,2024-05-07
OPRL1,10,21.0,2024-05-07
OSM,10,21.0,2024-05-07
OTULIN,3,21.0,2024-05-07
OXTR,1,21.0,2024-05-07
P2RX7,2,21.0,2024-05-07
P4HB,3,21.0,2024-05-07
PAH,11,21.0,2024-05-07
PARD3,5,21.0,2024-05-07
PARP1,17,21.0,2024-05-07
PARP12,9,21.0,2024-05-07
PCSK6,1,21.0,2024-05-07
PCSK9,5,21.0,2024-05-07
PDE3B,1,21.0,2024-05-07
PDE4C,2,21.0,2024-05-07
PDE5A,6,21.0,2024-05-07
PDGFRB,5,21.0,2024-05-07
PIERCE2,3,21.0,2024-05-07
PIGF,4,21.0,2024-05-07
PIK3CG,0,21.0,2024-05-07
PLA2G10,9,21.0,2024-05-07
PLEC,2,21.0,2024-05-07
PLEKHA3,3,21.0,2024-05-07
PLOD3,7,21.0,2024-05-07
POLE3,2,21.0,2024-05-07
POLR3D,7,21.0,2024-05-07
PPARA,2,21.0,2024-05-07
PPARG,6,21.0,2024-05-07
PPIA,22,21.0,2024-05-07
PPP3CA,0,21.0,2024-05-07
PRDM15,3,21.0,2024-05-07
PRKAA2,9,21.0,2024-05-07
PRKD3,6,21.0,2024-05-07
PSMB11,22,21.0,2024-05-07
PTGER2,2,21.0,2024-05-07
PTGS1,3,21.0,2024-05-07
PTH1R,5,21.0,2024-05-07
PVR,2,21.0,2024-05-07
RAF1,3,21.0,2024-05-07
ROR1,9,21.0,2024-05-07
RPS6KA1,2,21.0,2024-05-07
RPTOR,3,21.0,2024-05-07
RRM1,2,21.0,2024-05-07
RXFP2,16,21.0,2024-05-07
S100B,0,21.0,2024-05-07
SARDH,0,21.0,2024-05-07
SCN11A,1,21.0,2024-05-07
SCN4A,4,21.0,2024-05-07
SELL,1,21.0,2024-05-07
SEMA3D,1,21.0,2024-05-07
SEMA4D,6,21.0,2024-05-07
SERPING1,7,21.0,2024-05-07
SIGMAR1,1,21.0,2024-05-07
SIK2,1,21.0,2024-05-07
SIRT2,0,21.0,2024-05-07
SLC10A1,11,21.0,2024-05-07
SLC10A2,1,21.0,2024-05-07
SLC17A9,2,21.0,2024-05-07
SLC22A4,1,21.0,2024-05-07
SLC29A1,17,21.0,2024-05-07
SLC5A2,3,21.0,2024-05-07
SLC5A5,18,21.0,2024-05-07
SLC6A2,5,21.0,2024-05-07
SLC6A3,6,21.0,2024-05-07
SLC6A5,4,21.0,2024-05-07
SLC9A3,2,21.0,2024-05-07
SMO,9,21.0,2024-05-07
SNCA,7,21.0,2024-05-07
SNX21,0,21.0,2024-05-07
SORT1,1,21.0,2024-05-07
SQLE,1,21.0,2024-05-07
SRD5A2,5,21.0,2024-05-07
SSTR2,10,21.0,2024-05-07
STBD1,1,21.0,2024-05-07
STING1,3,21.0,2024-05-07
SYK,5,21.0,2024-05-07
TACR3,6,21.0,2024-05-07
TADA1,3,21.0,2024-05-07
TAF8,5,21.0,2024-05-07
TARBP1,2,21.0,2024-05-07
TDRKH,2,21.0,2024-05-07
TEN1,0,21.0,2024-05-07
TFRC,9,21.0,2024-05-07
THRA,23,21.0,2024-05-07
TIGIT,2,21.0,2024-05-07
TLR4,4,21.0,2024-05-07
TMEM97,6,21.0,2024-05-07
TMSB4X,7,21.0,2024-05-07
TNFRSF17,2,21.0,2024-05-07
TNKS2,3,21.0,2024-05-07
TOMM20,4,21.0,2024-05-07
TOP2A,18,21.0,2024-05-07
TPRKB,1,21.0,2024-05-07
TRDMT1,5,21.0,2024-05-07
TRIM55,3,21.0,2024-05-07
TRPA1,4,21.0,2024-05-07
TRPC5,0,21.0,2024-05-07
TRPC6,0,21.0,2024-05-07
TSLP,0,21.0,2024-05-07
TTC39A,4,21.0,2024-05-07
TTR,1,21.0,2024-05-07
TTYH2,1,21.0,2024-05-07
TUBB4A,1,21.0,2024-05-07
TYK2,7,21.0,2024-05-07
TYMS,0,21.0,2024-05-07
TYRO3,15,21.0,2024-05-07
UBE3A,11,21.0,2024-05-07
UOX,7,21.0,2024-05-07
VDR,12,21.0,2024-05-07
VKORC1,1,21.0,2024-05-07
XK,5,21.0,2024-05-07
XPO1,12,21.0,2024-05-07
