program_id,target_id,symbol,ensembl_id,first_trial_date,pinned_date,approved,rt_ot_overall_max,pd_ot_overall_max,rt_ot_genetic_max,pd_ot_genetic_max,rt_ot_animal_model_max,pd_ot_animal_model_max,source,rt_impc_n_phenotypes,pd_impc_n_phenotypes,rt_depmap_pan_essential,pd_depmap_pan_essential
124182,5196,CHRM2,ENSG00000181072,2023-06-25,2023-06-01,False,0.7605016155552989,0.7286662303672189,0.8302540705882367,0.9450204819374404,,0.2863961987548347,OpenTargets,,,,
90324,1040,NR3C1,ENSG00000113580,2022-01-06,2021-06-01,False,0.8625625016702195,0.8806897161130463,0.8983815050706397,0.8998962222070886,0.7102183694352027,0.7185176171445338,OpenTargets,,,,
92672,1223,KLKB1,ENSG00000164344,2022-02-22,2021-06-01,False,0.8208689221613896,0.8214370918043444,0.8360754150140374,0.9544807679291896,0.6273270499654316,0.7016719596698189,OpenTargets,,,,
114595,4692,HRH1,ENSG00000196639,2023-01-23,2022-06-01,False,0.67585345650719,0.6849630667857145,0.8022058883845333,0.7366214079923138,0.9235217198831656,0.9141585481867356,OpenTargets,,,,
102296,3301,HTR2A,ENSG00000102468,2023-05-30,2022-06-01,False,0.6915075395837313,0.7416120264067203,0.7223552591368094,0.8480775584748518,0.8822004572814248,0.8809359035745861,OpenTargets,,,,
98508,353,F11,ENSG00000088926,2023-05-24,2022-06-01,False,0.875702529721202,0.8848965037378906,0.9494324195549112,0.9663940514070192,0.7461547793902839,0.7737206524146977,OpenTargets,,,,
105057,2258,TYK2,ENSG00000105397,2024-07-25,2024-06-01,False,0.865154397398511,0.8708920722947889,0.8930736345826491,0.9589884940155766,0.7497818157303062,0.7431870754279564,OpenTargets,,,,
84511,1040,NR3C1,ENSG00000113580,2021-11-23,2021-06-01,False,0.8625625016702195,0.8806897161130463,0.8983815050706397,0.8998962222070886,0.7102183694352027,0.7185176171445338,OpenTargets,,,,
94678,20944,MSLN,ENSG00000102854,2024-01-19,2023-06-01,False,0.3170176391497555,0.3945096643594519,0.5179608377786278,0.6441498921475127,,,OpenTargets,,,,
94679,20944,MSLN,ENSG00000102854,2024-01-19,2023-06-01,False,0.3170176391497555,0.3945096643594519,0.5179608377786278,0.6441498921475127,,,OpenTargets,,,,
94680,20944,MSLN,ENSG00000102854,2024-01-19,2023-06-01,False,0.3170176391497555,0.3945096643594519,0.5179608377786278,0.6441498921475127,,,OpenTargets,,,,
81093,18,PTGS2,ENSG00000073756,2023-12-29,2023-06-01,False,0.6894866153364114,0.7251867740435501,0.497730300381657,0.9254281373752976,0.7015315301420932,0.7035827300554949,OpenTargets,,,,
81094,18,PTGS2,ENSG00000073756,2023-12-29,2023-06-01,False,0.6894866153364114,0.7251867740435501,0.497730300381657,0.9254281373752976,0.7015315301420932,0.7035827300554949,OpenTargets,,,,
81092,18,PTGS2,ENSG00000073756,2023-12-29,2023-06-01,False,0.6894866153364114,0.7251867740435501,0.497730300381657,0.9254281373752976,0.7015315301420932,0.7035827300554949,OpenTargets,,,,
312682,1390,PTGER2,ENSG00000125384,2023-08-31,2023-06-01,False,0.6079573797217933,0.6125058379868011,0.2941017560777592,0.6129590599963305,0.960872676474556,0.9713636556880036,OpenTargets,,,,
